location,size,total_sqft,bath,price,bhk,price_sqft
Ardendale,3 BHK,1777.26,3,89,3,5007.708495
Ardendale,3 BHK,1777.26,3,92,3,5176.507658
Arekere,3 BHK,2060,3,140,3,6796.116505
Arekere,2 BHK,920,2,40,2,4347.826087
Arekere,3 BHK,1740,2,95,3,5459.770115
Arekere,2 BHK,1190,2,55,2,4621.848739
Arekere,1 BHK,600,1,28,1,4666.666667
Arekere,3 BHK,2072,3,108,3,5212.355212
Arekere,2 BHK,1100,2,55,2,5000
Arekere,2 BHK,900,2,50,2,5555.555556
Arekere,4 BHK,2710,6,142,4,5239.852399
Arekere,2 BHK,1240,2,60,2,4838.709677
Arekere,2 BHK,900,2,44.5,2,4944.444444
Attibele,1 BHK,450,1,11,1,2444.444444
Attibele,4 Bedroom,1600,4,52.8,4,3300
Attibele,2 BHK,656,2,25,2,3810.97561
Attibele,1 BHK,400,1,11,1,2750
Attibele,1 BHK,400,1,12,1,3000
Attibele,1 BHK,400,1,14,1,3500
Attibele,1 BHK,500,1,17,1,3400
Attibele,4 Bedroom,2168,4,95,4,4381.918819
Attibele,1 BHK,395,1,10.25,1,2594.936709
Attibele,1 BHK,420,1,17,1,4047.619048
Attibele,1 BHK,418,1,12,1,2870.813397
Attibele,2 BHK,1200,2,42,2,3500
Attibele,1 BHK,400,1,10,1,2500
Attibele,2 BHK,695,1,25,2,3597.122302
Attibele,2 BHK,850,1,25,2,2941.176471
Attibele,3 Bedroom,2400,3,120,3,5000
Attibele,1 BHK,450,1,12.5,1,2777.777778
Attibele,1 BHK,782,1,19.55,1,2500
Attibele,2 BHK,656,2,25,2,3810.97561
Attibele,1 BHK,400,1,11.5,1,2875
Attibele,1 BHK,460,1,13,1,2826.086957
Attibele,1 BHK,418,2,11.5,1,2751.196172
Attibele,2 Bedroom,1000,2,42,2,4200
Attibele,1 BHK,550,1,11.5,1,2090.909091
Attibele,1 BHK,410,1,10,1,2439.02439
Attibele,3 Bedroom,1700,3,65,3,3823.529412
Attibele,1 BHK,400,1,10.25,1,2562.5
Attibele,2 BHK,656,2,25,2,3810.97561
Attibele,3 Bedroom,1500,3,90,3,6000
Attibele,1 BHK,520,1,15,1,2884.615385
BEML Layout,2 BHK,1060,2,55,2,5188.679245
BEML Layout,2 BHK,999,2,45,2,4504.504505
BEML Layout,5 Bedroom,2400,4,225,5,9375
BEML Layout,2 BHK,1194,2,65,2,5443.886097
BEML Layout,2 BHK,1200,2,67,2,5583.333333
BEML Layout,2 Bedroom,2400,2,228,2,9500
BEML Layout,2 BHK,1194,2,65,2,5443.886097
BTM 2nd Stage,3 Bedroom,1260,5,185,3,14682.53968
BTM 2nd Stage,2 BHK,950,2,52,2,5473.684211
BTM 2nd Stage,3 BHK,1850,3,170,3,9189.189189
BTM 2nd Stage,2 BHK,1200,2,80,2,6666.666667
BTM 2nd Stage,2 BHK,1274,2,70,2,5494.505495
BTM 2nd Stage,2 BHK,1070,2,48,2,4485.981308
BTM 2nd Stage,2 BHK,1280,2,80,2,6250
BTM 2nd Stage,2 BHK,1100,2,70,2,6363.636364
BTM 2nd Stage,2 BHK,1000,2,58,2,5800
BTM 2nd Stage,5 Bedroom,2990,5,416,5,13913.04348
BTM 2nd Stage,2 BHK,1265,2,55,2,4347.826087
BTM 2nd Stage,3 BHK,2200,3,220,3,10000
BTM 2nd Stage,3 BHK,2780,4,325,3,11690.64748
BTM 2nd Stage,3 Bedroom,2400,2,360,3,15000
BTM 2nd Stage,2 BHK,965,2,56,2,5803.108808
BTM 2nd Stage,2 BHK,1147,2,75,2,6538.796861
BTM 2nd Stage,3 BHK,1750,3,172,3,9828.571429
BTM 2nd Stage,2 BHK,1400,2,90,2,6428.571429
BTM 2nd Stage,2 BHK,1200,2,70,2,5833.333333
BTM 2nd Stage,2 BHK,1100,2,47,2,4272.727273
BTM 2nd Stage,2 BHK,930,2,46,2,4946.236559
BTM 2nd Stage,3 BHK,2500,3,345,3,13800
BTM Layout,2 BHK,1150,2,63,2,5478.26087
BTM Layout,6 Bedroom,3300,6,165,6,5000
BTM Layout,3 BHK,1450,2,81,3,5586.206897
BTM Layout,3 BHK,1776,2,75,3,4222.972973
BTM Layout,3 BHK,1458,3,79,3,5418.381344
BTM Layout,2 BHK,935,2,51.5,2,5508.02139
BTM Layout,2 BHK,1020,2,46.5,2,4558.823529
BTM Layout,3 BHK,1600,3,112,3,7000
BTM Layout,3 BHK,1300,2,75,3,5769.230769
BTM Layout,3 BHK,1540,2,78,3,5064.935065
BTM Layout,1 BHK,450,1,20,1,4444.444444
BTM Layout,2 BHK,1196,2,56.81,2,4750
BTM Layout,3 BHK,1470,2,99,3,6734.693878
Babusapalaya,3 BHK,1611,2,66,3,4096.834264
Babusapalaya,3 BHK,1675,3,75,3,4477.61194
Babusapalaya,2 BHK,1141,2,46,2,4031.551271
Babusapalaya,2 BHK,1500,2,57,2,3800
Babusapalaya,2 BHK,1050,2,45,2,4285.714286
Babusapalaya,2 BHK,1141,2,45.9,2,4022.787029
Babusapalaya,3 BHK,1230,3,53,3,4308.943089
Babusapalaya,2 BHK,1105,2,40,2,3619.909502
Babusapalaya,3 BHK,1410,2,65,3,4609.929078
Babusapalaya,2 BHK,1450,2,55.99,2,3861.37931
Babusapalaya,2 BHK,1100,2,38,2,3454.545455
Babusapalaya,2 BHK,1061,2,33.84,2,3189.443921
Babusapalaya,2 BHK,1061,2,38.95,2,3671.065033
Babusapalaya,2 BHK,1061,2,34,2,3204.524034
Babusapalaya,2 BHK,1245,2,58,2,4658.634538
Badavala Nagar,3 BHK,1494,2,94.55,3,6328.647925
Badavala Nagar,2 BHK,1274,2,81,2,6357.927786
Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
Badavala Nagar,3 BHK,1494,2,94.55,3,6328.647925
Badavala Nagar,2 BHK,1274,2,81,2,6357.927786
Badavala Nagar,3 BHK,1494,2,94.55,3,6328.647925
Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
Balagere,2 BHK,1210,2,80.9,2,6685.950413
Balagere,2 BHK,1210,2,72,2,5950.413223
Balagere,2 BHK,1205,2,78.5,2,6514.522822
Balagere,1 BHK,790.5,1,41.9,1,5300.442758
Balagere,2 BHK,1020.07,2,68.38,2,6703.461527
Balagere,2 BHK,1205.47,2,81,2,6719.370868
Balagere,2 BHK,1007,2,65,2,6454.816286
Balagere,2 BHK,1210,2,74,2,6115.702479
Balagere,2 BHK,1210,2,83,2,6859.504132
Balagere,1 BHK,675,1,45,1,6666.666667
Balagere,1 BHK,656,1,43,1,6554.878049
Balagere,2 BHK,1012,2,64,2,6324.110672
Balagere,2 BHK,1007,2,62,2,6156.901688
Balagere,2 BHK,1007,2,67,2,6653.426018
Balagere,2 BHK,1007,2,66,2,6554.121152
Balagere,1 BHK,645,1,34.18,1,5299.224806
Balagere,1 BHK,790.5,1,42.295,1,5350.411132
Balagere,2 BHK,1012,2,65,2,6422.924901
Balagere,1 BHK,656,1,38.77,1,5910.060976
Balagere,1 BHK,645,1,39,1,6046.511628
Balagere,1 BHK,645,1,41,1,6356.589147
Balagere,2 BHK,1210,2,82,2,6776.859504
Balagere,1 BHK,656,1,34.77,1,5300.304878
Balagere,2 BHK,1205,2,73.87,2,6130.290456
Balagere,2 BHK,1012,2,70,2,6916.996047
Balagere,2 BHK,1007,2,68,2,6752.730884
Balagere,2 BHK,1205,2,79,2,6556.016598
Balagere,2 BHK,1012,2,68,2,6719.367589
Banashankari,2 BHK,1077,2,37.64,2,3494.893222
Banashankari,3 BHK,1470,2,88.64,3,6029.931973
Banashankari,3 BHK,1300,2,75,3,5769.230769
Banashankari,3 BHK,1800,3,115,3,6388.888889
Banashankari,2 BHK,1125,2,63,2,5600
Banashankari,2 BHK,1310,2,80,2,6106.870229
Banashankari,3 BHK,2600,4,135,3,5192.307692
Banashankari,3 BHK,1900,2,170,3,8947.368421
Banashankari,2 BHK,1260,2,75,2,5952.380952
Banashankari,2 BHK,1170,2,46.79,2,3999.145299
Banashankari,3 BHK,1350,2,83,3,6148.148148
Banashankari,2 BHK,1330,2,78,2,5864.661654
Banashankari,3 BHK,1400,2,78,3,5571.428571
Banashankari,3 BHK,1700,3,125,3,7352.941176
Banashankari,2 BHK,1020,2,40.79,2,3999.019608
Banashankari,2 BHK,1600,2,63.98,2,3998.75
Banashankari,2 BHK,1041,2,36.44,2,3500.480307
Banashankari,1 BHK,2400,1,200,1,8333.333333
Banashankari,2 BHK,1390,2,86,2,6187.05036
Banashankari,2 BHK,1460,2,70,2,4794.520548
Banashankari,2 BHK,1200,2,60,2,5000
Banashankari,2 BHK,1290,2,80,2,6201.550388
Banashankari,3 BHK,2582,5,250,3,9682.416731
Banashankari,2 BHK,1186,2,65,2,5480.607083
Banashankari,3 BHK,1650,3,101,3,6121.212121
Banashankari,2 BHK,1181,2,75,2,6350.550381
Banashankari,2 BHK,1105,2,90,2,8144.79638
Banashankari,1 BHK,720,1,60,1,8333.333333
Banashankari,2 BHK,1040,2,45,2,4326.923077
Banashankari,2 BHK,1330,2,77,2,5789.473684
Banashankari,2 BHK,1200,2,49,2,4083.333333
Banashankari,2 BHK,1185,2,67,2,5654.008439
Banashankari,2 BHK,1000,2,50,2,5000
Banashankari,3 BHK,1650,3,90.75,3,5500
Banashankari,3 BHK,1650,3,101,3,6121.212121
Banashankari,2 BHK,1310,2,80.43,2,6139.694656
Banashankari,2 BHK,600,1,27,2,4500
Banashankari,2 BHK,1430,2,87.8,2,6139.86014
Banashankari,2 BHK,1020,2,42.83,2,4199.019608
Banashankari,3 BHK,1540,3,80,3,5194.805195
Banashankari,2 BHK,1195,2,35.84,2,2999.16318
Banashankari,3 BHK,1683,3,115,3,6833.036245
Banashankari,3 BHK,1800,3,125,3,6944.444444
Banashankari,2 BHK,1175,2,41.13,2,3500.425532
Banashankari,3 BHK,1750,2,89,3,5085.714286
Banashankari,3 BHK,1800,3,175,3,9722.222222
Banashankari,2 BHK,1450,2,50.75,2,3500
Banashankari,3 BHK,1770,3,108,3,6101.694915
Banashankari,3 BHK,1800,3,125,3,6944.444444
Banashankari,3 BHK,1200,3,74.52,3,6210
Banashankari,2 BHK,1100,2,63,2,5727.272727
Banashankari,2 BHK,1020,2,40.79,2,3999.019608
Banashankari,2 BHK,1260,2,75,2,5952.380952
Banashankari,3 BHK,1426,3,85,3,5960.729313
Banashankari Stage II,2 BHK,1700,2,150,2,8823.529412
Banashankari Stage II,4 Bedroom,1200,2,150,4,12500
Banashankari Stage II,3 BHK,1500,2,120,3,8000
Banashankari Stage II,5 Bedroom,2400,3,510,5,21250
Banashankari Stage II,3 BHK,1240,2,59.52,3,4800
Banashankari Stage II,2 BHK,1250,2,110,2,8800
Banashankari Stage II,3 BHK,1260,2,95,3,7539.68254
Banashankari Stage II,3 Bedroom,2400,2,300,3,12500
Banashankari Stage II,2 BHK,1400,2,100,2,7142.857143
Banashankari Stage II,5 BHK,2800,3,425,5,15178.57143
Banashankari Stage II,3 Bedroom,3000,3,450,3,15000
Banashankari Stage II,3 BHK,1200,2,198,3,16500
Banashankari Stage II,2 BHK,1245,2,125,2,10040.16064
Banashankari Stage III,3 BHK,1305,2,58.7,3,4498.084291
Banashankari Stage III,2 BHK,1145,2,58.4,2,5100.436681
Banashankari Stage III,3 BHK,1650,3,118,3,7151.515152
Banashankari Stage III,4 Bedroom,2400,4,240,4,10000
Banashankari Stage III,3 BHK,1350,2,68,3,5037.037037
Banashankari Stage III,3 BHK,1305,2,59,3,4521.072797
Banashankari Stage III,3 BHK,1305,2,60,3,4597.701149
Banashankari Stage III,2 BHK,1200,2,42,2,3500
Banashankari Stage III,3 BHK,1305,2,59,3,4521.072797
Banashankari Stage III,3 BHK,1480,3,75.48,3,5100
Banashankari Stage III,3 BHK,1305,2,59,3,4521.072797
Banashankari Stage III,2 BHK,1304,2,111,2,8512.269939
Banashankari Stage III,6 Bedroom,3000,6,150,6,5000
Banashankari Stage III,2 BHK,1085,2,50,2,4608.294931
Banashankari Stage III,3 BHK,1500,2,100,3,6666.666667
Banashankari Stage III,4 Bedroom,2100,3,147,4,7000
Banashankari Stage III,3 BHK,1420,2,95,3,6690.140845
Banashankari Stage V,3 BHK,1300,2,58.5,3,4500
Banashankari Stage V,3 BHK,1305,2,49,3,3754.789272
Banashankari Stage V,2 BHK,1035,2,35.77,2,3456.038647
Banashankari Stage V,3 BHK,1355,2,61,3,4501.845018
Banashankari Stage V,3 BHK,1510,3,47.57,3,3150.331126
Banashankari Stage V,3 BHK,1650,3,51.98,3,3150.30303
Banashankari Stage V,3 BHK,1630,3,51.35,3,3150.306748
Banashankari Stage V,3 BHK,1510,3,47.57,3,3150.331126
Banashankari Stage V,3 BHK,1315,2,49,3,3726.235741
Banashankari Stage V,3 BHK,1540,3,48.51,3,3150
Banashankari Stage V,2 BHK,920,2,41.5,2,4510.869565
Banashankari Stage VI,2 BHK,1177.5,2,59.935,2,5090.021231
Banashankari Stage VI,4 Bedroom,4800,4,190,4,3958.333333
Banashankari Stage VI,4 Bedroom,2800,4,89,4,3178.571429
Banashankari Stage VI,4 Bedroom,2200,4,195,4,8863.636364
Banashankari Stage VI,2 BHK,1160,2,59,2,5086.206897
Banashankari Stage VI,2 BHK,1180,2,59.47,2,5039.830508
Banashankari Stage VI,3 BHK,1423,2,71.73,3,5040.75896
Banashankari Stage VI,3 BHK,1392,3,69.46,3,4989.942529
Banashankari Stage VI,3 BHK,1410.5,2,70.385,3,4990.074442
Banashankari Stage VI,4 Bedroom,4800,3,200,4,4166.666667
Banaswadi,2 BHK,1184,2,53,2,4476.351351
Banaswadi,2 BHK,1145,2,55,2,4803.49345
Banaswadi,2 BHK,1250,2,60,2,4800
Banaswadi,2 BHK,1365,2,73,2,5347.985348
Banaswadi,5 Bedroom,1903,6,140,5,7356.805045
Banaswadi,2 BHK,1222,2,80,2,6546.644845
Banaswadi,2 BHK,870,2,38,2,4367.816092
Banaswadi,2 BHK,1200,2,60,2,5000
Banaswadi,1 RK,527,1,35,1,6641.366224
Banaswadi,2 BHK,1340,2,73,2,5447.761194
Banaswadi,2 BHK,1008,2,52,2,5158.730159
Banaswadi,2 BHK,1105,2,57,2,5158.371041
Banjara Layout,2 Bedroom,1200,2,70,2,5833.333333
Banjara Layout,2 Bedroom,1050,2,64.8,2,6171.428571
Banjara Layout,2 Bedroom,753,3,59.5,2,7901.726428
Banjara Layout,3 Bedroom,2500,4,140,3,5600
Bannerghatta,4 BHK,3012,6,250,4,8300.132802
Bannerghatta,3 BHK,1665,3,110,3,6606.606607
Bannerghatta,3 BHK,2370,4,195,3,8227.848101
Bannerghatta,2 BHK,1100,2,66,2,6000
Bannerghatta,4 BHK,2895.5,2,246,4,8495.941979
Bannerghatta,2 BHK,1113,2,70,2,6289.308176
Bannerghatta,2 BHK,1200,2,73.2,2,6100
Bannerghatta,2 BHK,1070,2,87,2,8130.841121
Bannerghatta,3 BHK,1776,3,124,3,6981.981982
Bannerghatta,3 BHK,1776,3,150,3,8445.945946
Bannerghatta Road,1 BHK,500,1,18.5,1,3700
Bannerghatta Road,2 BHK,1050,2,65,2,6190.47619
Bannerghatta Road,3 BHK,1170,2,66,3,5641.025641
Bannerghatta Road,1 BHK,595,1,33.32,1,5600
Bannerghatta Road,3 BHK,1445,3,95,3,6574.394464
Bannerghatta Road,3 BHK,1640,2,120,3,7317.073171
Bannerghatta Road,3 BHK,1460,2,90,3,6164.383562
Bannerghatta Road,2 BHK,1179,2,66.02,2,5599.660729
Bannerghatta Road,2 BHK,1122.5,2,58.935,2,5250.334076
Bannerghatta Road,2 BHK,793,2,45,2,5674.653216
Bannerghatta Road,2 BHK,1400,2,78,2,5571.428571
Bannerghatta Road,2 BHK,1215,2,50,2,4115.226337
Bannerghatta Road,3 BHK,1654,3,100,3,6045.949214
Bannerghatta Road,2 BHK,1181,2,55,2,4657.070279
Bannerghatta Road,2 BHK,1200,2,75,2,6250
Bannerghatta Road,1 BHK,595,1,31.83,1,5349.579832
Bannerghatta Road,2 BHK,1105,2,51,2,4615.384615
Bannerghatta Road,2 BHK,1255,2,65.26,2,5200
Bannerghatta Road,3 BHK,1550,3,82,3,5290.322581
Bannerghatta Road,3 BHK,1650,3,122,3,7393.939394
Bannerghatta Road,2 BHK,912,2,55,2,6030.701754
Bannerghatta Road,2 BHK,1218,2,73,2,5993.431856
Bannerghatta Road,2 BHK,1115,2,65.12,2,5840.358744
Bannerghatta Road,3 BHK,1893,3,100,3,5282.62018
Bannerghatta Road,3 BHK,1600,3,95,3,5937.5
Bannerghatta Road,2 BHK,1275,2,65,2,5098.039216
Bannerghatta Road,2 BHK,892,2,39,2,4372.197309
Bannerghatta Road,2 BHK,1260,2,70,2,5555.555556
Bannerghatta Road,2 BHK,1157,2,40,2,3457.21694
Bannerghatta Road,2 BHK,1150,2,65,2,5652.173913
Bannerghatta Road,2 BHK,1100,2,39,2,3545.454545
Bannerghatta Road,3 BHK,1725,3,110,3,6376.811594
Bannerghatta Road,6 Bedroom,1850,6,150,6,8108.108108
Bannerghatta Road,2 BHK,950,2,38,2,4000
Bannerghatta Road,2 BHK,1220,2,80,2,6557.377049
Bannerghatta Road,2 BHK,1130,2,78,2,6902.654867
Bannerghatta Road,3 BHK,1486,3,83.22,3,5600.269179
Bannerghatta Road,2 BHK,1015,2,48,2,4729.064039
Bannerghatta Road,2 BHK,1115,2,61,2,5470.852018
Bannerghatta Road,2 BHK,1136,2,48,2,4225.352113
Bannerghatta Road,4 BHK,2700,4,260,4,9629.62963
Bannerghatta Road,3 BHK,1200,2,69,3,5750
Bannerghatta Road,3 BHK,1465,2,76,3,5187.713311
Bannerghatta Road,2 BHK,1302.5,2,67.73,2,5200
Bannerghatta Road,2 BHK,1200,2,65,2,5416.666667
Bannerghatta Road,2 BHK,1240,2,65,2,5241.935484
Bannerghatta Road,3 BHK,1476,3,125,3,8468.834688
Bannerghatta Road,3 BHK,1532.5,3,84.29,3,5500.163132
Bannerghatta Road,2 BHK,1268,2,69,2,5441.640379
Bannerghatta Road,3 BHK,1450,2,87,3,6000
Bannerghatta Road,4 BHK,2932,5,195,4,6650.750341
Bannerghatta Road,2 BHK,960,2,58,2,6041.666667
Bannerghatta Road,3 BHK,1750,3,130,3,7428.571429
Bannerghatta Road,2 BHK,1275,2,73,2,5725.490196
Bannerghatta Road,2 BHK,1240,2,71,2,5725.806452
Bannerghatta Road,2 BHK,1215,2,68,2,5596.707819
Bannerghatta Road,2 BHK,1215,2,68,2,5596.707819
Bannerghatta Road,3 BHK,1894,3,115,3,6071.805702
Bannerghatta Road,3 BHK,1693,3,89,3,5256.940343
Bannerghatta Road,2 BHK,1280,2,60.16,2,4700
Bannerghatta Road,1 BHK,630,1,35,1,5555.555556
Bannerghatta Road,2 BHK,1215,2,68,2,5596.707819
Bannerghatta Road,3 BHK,1365,3,76.18,3,5580.952381
Bannerghatta Road,2 BHK,1115,2,78,2,6995.515695
Bannerghatta Road,3 BHK,1532.5,3,79.465,3,5185.318108
Bannerghatta Road,3 BHK,1655,3,90,3,5438.066465
Bannerghatta Road,2 BHK,1247,2,47.39,2,3800.32077
Bannerghatta Road,2 BHK,1237.5,2,49.49,2,3999.191919
Bannerghatta Road,3 BHK,1650,3,94,3,5696.969697
Bannerghatta Road,2 BHK,905,2,65,2,7182.320442
Bannerghatta Road,2 BHK,1000,2,50,2,5000
Bannerghatta Road,4 BHK,2185,3,120,4,5491.990847
Bannerghatta Road,2 BHK,1012,2,45,2,4446.640316
Bannerghatta Road,3 BHK,1460,2,80,3,5479.452055
Bannerghatta Road,2 BHK,1340,2,85,2,6343.283582
Bannerghatta Road,3 BHK,1711,3,125,3,7305.669199
Bannerghatta Road,3 BHK,1520,2,81,3,5328.947368
Bannerghatta Road,3 Bedroom,2826,3,148,3,5237.084218
Bannerghatta Road,2 BHK,1115,2,61,2,5470.852018
Bannerghatta Road,2 BHK,1154,2,47,2,4072.790295
Bannerghatta Road,2 BHK,1000,2,44.5,2,4450
Bannerghatta Road,2 BHK,1250,2,48,2,3840
Bannerghatta Road,3 BHK,1640,3,105,3,6402.439024
Bannerghatta Road,2 BHK,1012,2,44,2,4347.826087
Bannerghatta Road,3 BHK,1527,3,115,3,7531.106745
Bannerghatta Road,3 BHK,1550,3,96,3,6193.548387
Bannerghatta Road,2 BHK,1200,2,78,2,6500
Bannerghatta Road,3 BHK,1885,3,125,3,6631.299735
Bannerghatta Road,3 BHK,1450,2,78,3,5379.310345
Bannerghatta Road,1 BHK,700,1,31.2,1,4457.142857
Bannerghatta Road,2 BHK,905,2,58,2,6408.839779
Bannerghatta Road,3 BHK,1920,3,122,3,6354.166667
Bannerghatta Road,4 Bedroom,2400,4,180,4,7500
Bannerghatta Road,2 BHK,1270,2,45,2,3543.307087
Bannerghatta Road,3 BHK,1520,2,80,3,5263.157895
Bannerghatta Road,3 BHK,1270,2,73,3,5748.031496
Bannerghatta Road,3 BHK,1846,3,120,3,6500.541712
Bannerghatta Road,2 BHK,1122.5,2,61.74,2,5500.222717
Bannerghatta Road,3 BHK,1655,3,95,3,5740.181269
Bannerghatta Road,2 BHK,1206,2,53,2,4394.693201
Bannerghatta Road,2 BHK,1150,2,55,2,4782.608696
Bannerghatta Road,2 BHK,1215,2,65,2,5349.794239
Bannerghatta Road,3 BHK,1510,2,110,3,7284.768212
Bannerghatta Road,2 BHK,1022,2,35,2,3424.657534
Bannerghatta Road,2 BHK,1246,2,47.35,2,3800.160514
Bannerghatta Road,3 BHK,1470,2,85,3,5782.312925
Bannerghatta Road,2 BHK,1160,2,45,2,3879.310345
Bannerghatta Road,2 BHK,970,2,57,2,5876.28866
Bannerghatta Road,3 BHK,1527,3,142,3,9299.279633
Basavangudi,2 BHK,1036,2,105,2,10135.13514
Basavangudi,4 BHK,2600,4,260,4,10000
Basavangudi,3 BHK,1600,2,160,3,10000
Basavangudi,2 BHK,1560,2,145,2,9294.871795
Basavangudi,3 BHK,1800,3,195,3,10833.33333
Basavangudi,2 BHK,1100,2,93,2,8454.545455
Basavangudi,2 BHK,1050,2,103,2,9809.52381
Basavangudi,2 BHK,1180,2,124,2,10508.47458
Basavangudi,2 BHK,1200,2,120,2,10000
Basavangudi,4 BHK,2453,3,250,4,10191.60212
Basaveshwara Nagar,5 Bedroom,4500,5,415,5,9222.222222
Basaveshwara Nagar,3 BHK,1865,3,145,3,7774.798928
Basaveshwara Nagar,2 BHK,1200,2,90,2,7500
Basaveshwara Nagar,5 Bedroom,2400,4,310,5,12916.66667
Basaveshwara Nagar,2 BHK,1200,2,80,2,6666.666667
Basaveshwara Nagar,2 BHK,900,2,60,2,6666.666667
Basaveshwara Nagar,3 BHK,1900,3,150,3,7894.736842
Basaveshwara Nagar,2 BHK,1200,2,85,2,7083.333333
Basaveshwara Nagar,2 BHK,1200,2,70,2,5833.333333
Battarahalli,2 Bedroom,1200,2,65,2,5416.666667
Battarahalli,3 BHK,1779,3,89.61,3,5037.099494
Battarahalli,2 BHK,1300,2,50,2,3846.153846
Battarahalli,3 BHK,1945,3,97.42,3,5008.74036
Battarahalli,3 BHK,1777,3,100,3,5627.462015
Battarahalli,2 BHK,1135,2,43,2,3788.546256
Battarahalli,2 BHK,1276,2,45,2,3526.645768
Battarahalli,3 BHK,1880,3,94.36,3,5019.148936
Battarahalli,2 BHK,1071,2,62,2,5788.98226
Battarahalli,2 BHK,1165,2,43,2,3690.987124
Battarahalli,2 BHK,1636,2,82.89,2,5066.625917
Battarahalli,3 BHK,1779,3,90,3,5059.021922
Battarahalli,2 BHK,1090,2,38.37,2,3520.183486
Battarahalli,3 BHK,2082,3,104,3,4995.196926
Battarahalli,3 BHK,2024,3,103,3,5088.932806
Battarahalli,2 BHK,1097,2,49,2,4466.727438
Begur,3 BHK,1419,2,59,3,4157.857646
Begur,3 BHK,1580,3,75,3,4746.835443
Begur,3 BHK,1559,3,63,3,4041.051956
Begur,3 BHK,1445,2,47.1,3,3259.515571
Begur,3 BHK,1475,2,74,3,5016.949153
Begur,3 Bedroom,3500,4,185,3,5285.714286
Begur,2 BHK,1100,2,55,2,5000
Begur,2 BHK,1306,2,65,2,4977.029096
Begur,3 BHK,1304,3,65,3,4984.662577
Begur,3 BHK,1411,2,60,3,4252.303331
Begur,2 BHK,815,2,40,2,4907.97546
Begur,3 BHK,1443,2,70,3,4851.004851
Begur Road,2 BHK,1200,2,44,2,3666.666667
Begur Road,2 BHK,1200,2,46.8,2,3900
Begur Road,2 BHK,1160,2,44,2,3793.103448
Begur Road,3 BHK,1584,3,65,3,4103.535354
Begur Road,3 BHK,1615,3,59.76,3,3700.309598
Begur Road,2 BHK,1200,2,43.2,2,3600
Begur Road,2 BHK,1160,2,44.08,2,3800
Begur Road,2 BHK,1200,2,45,2,3750
Begur Road,3 BHK,1615,3,60,3,3715.170279
Begur Road,3 BHK,1410,2,53,3,3758.865248
Begur Road,2 BHK,1200,2,37.8,2,3150
Begur Road,2 BHK,1160,2,40.59,2,3499.137931
Begur Road,2 BHK,1260,2,46.62,2,3700
Begur Road,3 BHK,1600,3,58.14,3,3633.75
Begur Road,3 BHK,1500,2,70,3,4666.666667
Begur Road,2 BHK,1160,2,42,2,3620.689655
Begur Road,2 BHK,1240,2,39.06,2,3150
Begur Road,2 BHK,1200,2,45,2,3750
Begur Road,3 BHK,1500,2,55,3,3666.666667
Begur Road,3 BHK,1410,2,52.17,3,3700
Begur Road,3 BHK,1583,3,74.4,3,4699.936829
Begur Road,2 BHK,1170,2,46,2,3931.623932
Begur Road,2 BHK,1160,2,42.92,2,3700
Begur Road,3 BHK,1410,2,52.17,3,3700
Begur Road,3 BHK,1565,2,59.76,3,3818.530351
Begur Road,2 BHK,1160,2,42,2,3620.689655
Begur Road,3 BHK,1410,2,53.58,3,3800
Begur Road,2 BHK,1200,2,45,2,3750
Begur Road,2 BHK,1200,2,42.6,2,3550
Begur Road,2 BHK,1160,2,42,2,3620.689655
Begur Road,2 BHK,1334,2,42.69,2,3200.149925
Begur Road,3 BHK,1565,2,57.91,3,3700.319489
Begur Road,2 BHK,1200,2,45.6,2,3800
Begur Road,2 BHK,1215,2,43.13,2,3549.794239
Begur Road,2 BHK,1160,2,36.54,2,3150
Begur Road,2 BHK,1200,2,44.4,2,3700
Begur Road,2 BHK,1260,2,39.69,2,3150
Begur Road,4 BHK,2464.5,6,118,4,4787.98945
Begur Road,2 BHK,1160,2,44,2,3793.103448
Begur Road,2 BHK,952,2,42,2,4411.764706
Begur Road,2 BHK,1200,2,42,2,3500
Begur Road,2 BHK,1240,2,45.88,2,3700
Begur Road,3 Bedroom,1200,3,50,3,4166.666667
Begur Road,2 BHK,1200,2,44,2,3666.666667
Begur Road,2 BHK,1100,2,42.6,2,3872.727273
Begur Road,3 BHK,1565,2,57.91,3,3700.319489
Begur Road,2 BHK,1200,2,44.4,2,3700
Begur Road,2 BHK,1160,2,36.54,2,3150
Begur Road,2 BHK,1215,2,43.75,2,3600.823045
Begur Road,2 BHK,1200,2,44.73,2,3727.5
Begur Road,2 BHK,1160,2,42,2,3620.689655
Begur Road,3 BHK,1410,2,54.99,3,3900
Bellandur,3 BHK,1767,3,103,3,5829.088851
Bellandur,2 BHK,1205,2,66,2,5477.178423
Bellandur,2 BHK,1250,2,76,2,6080
Bellandur,2 BHK,1000,2,50,2,5000
Bellandur,2 BHK,1281,2,74,2,5776.736924
Bellandur,2 BHK,921,2,40,2,4343.10532
Bellandur,3 BHK,1490,2,98,3,6577.181208
Bellandur,3 BHK,2039,3,168,3,8239.333006
Bellandur,3 BHK,1605,3,85,3,5295.950156
Bellandur,3 BHK,1692,3,88,3,5200.945626
